Ranking IDHM 2010;Município;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;Estado
1969 º;Picos ;698;0684;0800;621;PI
1969 º;Santa Cecília ;698;0697;0819;597;SC
1969 º;Corumbaíba ;698;0703;0831;582;GO
1969 º;Passo do Sobrado ;698;0726;0851;551;RS
1969 º;Candiota ;698;0704;0860;562;RS
1969 º;Mariópolis ;698;0717;0804;591;PR
1969 º;Porto Mauá ;698;0672;0831;608;RS
1969 º;Terra Nova do Norte ;698;0692;0815;602;MT
1969 º;Água Doce ;698;0724;0820;574;SC
1969 º;Igarapé ;698;0686;0844;588;MG
1969 º;Jerônimo Monteiro ;698;0685;0844;589;ES
1969 º;Fazenda Vilanova ;698;0726;0841;557;RS
1969 º;Nova América da Colina ;698;0655;0809;643;PR
1969 º;Guapimirim ;698;0692;0812;604;RJ
1969 º;Abaeté ;698;0720;0848;556;MG
1995 º;Camaquã ;697;0715;0819;578;RS
1995 º;Aparecida do Taboado ;697;0717;0804;588;MS
1995 º;Miracatu ;697;0645;0803;655;SP
1995 º;Areias ;697;0627;0803;672;SP
1995 º;Pinhalão ;697;0679;0828;601;PR
1995 º;Soledade de Minas ;697;0673;0831;606;MG
1995 º;Damolândia ;697;0688;0819;600;GO
1995 º;João Pinheiro ;697;0683;0788;630;MG
1995 º;Potim ;697;0651;0806;646;SP
1995 º;Aloândia ;697;0694;0834;585;GO
1995 º;Cambará do Sul ;697;0705;0838;574;RS
1995 º;Maratá ;697;0729;0862;540;RS
1995 º;Ingaí ;697;0694;0858;569;MG
1995 º;Angélica ;697;0692;0839;582;MS
1995 º;Caiuá ;697;0665;0802;635;SP
1995 º;Fátima ;697;0653;0813;638;TO
1995 º;Combinado ;697;0649;0815;639;TO
1995 º;Canelinha ;697;0723;0865;542;SC
1995 º;Dona Francisca ;697;0718;0831;568;RS
1995 º;Comendador Gomes ;697;0703;0850;566;MG
1995 º;Porciúncula ;697;0698;0802;606;RJ
1995 º;Guzolândia ;697;0676;0808;621;SP
1995 º;Petrolina ;697;0695;0799;611;PE
1995 º;São Luís do Paraitinga ;697;0691;0826;593;SP
1995 º;Arantina ;697;0633;0834;641;MG
1995 º;São Miguel do Passa Quatro ;697;0681;0802;619;GO
1995 º;Carandaí ;697;0663;0821;622;MG
1995 º;Turvânia ;697;0679;0820;609;GO
1995 º;Tapira ;697;0689;0794;619;PR
1995 º;Manhumirim ;697;0679;0846;589;MG
1995 º;Bom Jesus do Sul ;697;0640;0805;656;PR
1995 º;Guapó ;697;0708;0826;580;GO
1995 º;Rio das Antas ;697;0727;0820;569;SC
2028 º;Santo Antônio do Caiuá ;696;0650;0820;632;PR
2028 º;Balneário Pinhal ;696;0710;0836;567;RS
2028 º;Coronel Martins ;696;0678;0816;609;SC
2028 º;Bom Jardim da Serra ;696;0710;0835;568;SC
2028 º;Abelardo Luz ;696;0684;0852;578;SC
2028 º;Santa Izabel do Oeste ;696;0677;0826;603;PR
2028 º;Japira ;696;0675;0827;603;PR
2028 º;Janiópolis ;696;0688;0826;593;PR
2028 º;Barbosa Ferraz ;696;0667;0808;625;PR
2028 º;Balsa Nova ;696;0707;0823;579;PR
2028 º;Alto Paraná ;696;0679;0846;587;PR
2028 º;São Jerônimo ;696;0734;0822;560;RS
2028 º;Pracinha ;696;0658;0814;629;SP
2028 º;Pedro de Toledo ;696;0654;0812;634;SP
2028 º;Brasnorte ;696;0695;0850;571;MT
2028 º;Cruzeiro da Fortaleza ;696;0720;0832;562;MG
2028 º;Estrela do Sul ;696;0694;0840;579;MG
2028 º;Fortuna de Minas ;696;0651;0845;613;MG
2028 º;Ipiaçu ;696;0680;0814;610;MG
2028 º;Espírito Santo do Turvo ;696;0675;0819;609;SP
2028 º;Janaúba ;696;0654;0796;649;MG
2028 º;Morada Nova de Minas ;696;0688;0830;590;MG
2028 º;Serra do Salitre ;696;0722;0852;549;MG
2028 º;Tocos do Moji ;696;0661;0808;631;MG
2028 º;Turvolândia ;696;0707;0829;576;MG
2028 º;Vargem Bonita ;696;0667;0847;597;MG
2028 º;Marataízes ;696;0676;0847;588;ES
2028 º;Marilândia ;696;0668;0823;612;ES
2028 º;Carmo ;696;0683;0813;608;RJ
2028 º;Ipiranga de Goiás ;696;0643;0816;642;GO
2028 º;Moiporá ;696;0652;0818;632;GO
2059 º;Tuneiras do Oeste ;695;0662;0805;629;PR
2059 º;Araçaí ;695;0659;0805;632;MG
2059 º;Capim Branco ;695;0664;0837;604;MG
2059 º;Morro Agudo de Goiás ;695;0644;0826;630;GO
2059 º;Areiópolis ;695;0686;0823;594;SP
2059 º;Iraí de Minas ;695;0705;0847;563;MG
2059 º;Prata ;695;0736;0852;536;MG
2059 º;Anahy ;695;0671;0844;593;PR
2059 º;Sarandi ;695;0681;0850;579;PR
2059 º;Cruzília ;695;0671;0853;587;MG
2059 º;Elias Fausto ;695;0701;0822;583;SP
2059 º;Carangola ;695;0699;0837;573;MG
2059 º;Ouro Verde ;695;0696;0790;611;SC
2059 º;São João do Sul ;695;0682;0840;587;SC
2059 º;Cristiano Otoni ;695;0651;0823;626;MG
2059 º;Alegria ;695;0717;0818;572;RS
2059 º;Tabaporã ;695;0679;0826;598;MT
2059 º;Pinhal de São Bento ;695;0669;0801;626;PR
2059 º;Tapes ;695;0699;0862;556;RS
2078 º;José Boiteux ;694;0689;0841;578;SC
2078 º;Campo Alegre de Goiás ;694;0702;0811;586;GO
2078 º;Camaçari ;694;0681;0798;616;BA
2078 º;Astolfo Dutra ;694;0686;0858;567;MG
2078 º;Piên ;694;0677;0802;616;PR
2078 º;São João da Urtiga ;694;0702;0828;575;RS
2078 º;Heitoraí ;694;0661;0814;620;GO
2078 º;Paraopeba ;694;0674;0793;625;MG
2078 º;Juazeiro do Norte ;694;0644;0810;642;CE
2078 º;Arvorezinha ;694;0713;0817;575;RS
2078 º;Deodápolis ;694;0693;0810;595;MS
2078 º;Santana de Cataguases ;694;0643;0793;655;MG
2078 º;Clevelândia ;694;0718;0813;573;PR
2078 º;Goianira ;694;0674;0831;596;GO
2078 º;Abdon Batista ;694;0660;0812;625;SC
2078 º;Nova Alvorada do Sul ;694;0746;0809;554;MS
2078 º;Itambaracá ;694;0664;0789;639;PR
2078 º;Urubici ;694;0722;0823;562;SC
2078 º;Tupanci do Sul ;694;0688;0818;595;RS
2078 º;Muqui ;694;0673;0802;619;ES
2078 º;Coqueiral ;694;0663;0838;601;MG
2078 º;São José do Seridó ;694;0634;0815;647;RN
2078 º;Governador Lindenberg ;694;0669;0823;608;ES
2078 º;Cajati ;694;0658;0832;611;SP
2078 º;Cabrália Paulista ;694;0667;0811;619;SP
2078 º;Agudo ;694;0752;0847;524;RS
2078 º;Pequeri ;694;0692;0868;557;MG
2105 º;Itaboraí ;693;0690;0813;593;RJ
2105 º;Guimarânia ;693;0681;0825;592;MG
2105 º;Aparecida do Rio Doce ;693;0700;0814;583;GO
2105 º;Senador Salgado Filho ;693;0701;0817;581;RS
2105 º;Aporé ;693;0692;0823;584;GO
2105 º;Itarumã ;693;0769;0861;503;GO
2105 º;Paraty ;693;0726;0842;544;RJ
2105 º;São Patrício ;693;0668;0833;597;GO
2105 º;Independência ;693;0711;0813;576;RS
2105 º;Araçu ;693;0686;0838;578;GO
2105 º;Lagoinha ;693;0686;0797;609;SP
2105 º;Sulina ;693;0684;0854;570;PR
2105 º;Guairaçá ;693;0698;0829;574;PR
2105 º;Rianápolis ;693;0674;0840;587;GO
2105 º;Natércia ;693;0677;0805;612;MG
2105 º;Ipanema ;693;0670;0848;586;MG
2105 º;Porto Lucena ;693;0700;0827;575;RS
2105 º;Itiquira ;693;0694;0812;591;MT
2105 º;Pirenópolis ;693;0678;0813;604;GO
2105 º;Ponte Serrada ;693;0690;0790;610;SC
2105 º;São João do Ivaí ;693;0677;0803;611;PR
2105 º;Barra do Bugres ;693;0684;0818;595;MT
2105 º;Rio Pardo ;693;0702;0846;560;RS
2105 º;Cafeara ;693;0683;0811;602;PR
2105 º;Caiapônia ;693;0701;0808;588;GO
2105 º;Canarana ;693;0735;0825;549;MT
2105 º;Itaguari ;693;0683;0817;596;GO
2105 º;Itaberá ;693;0652;0803;636;SP
2105 º;São José da Bela Vista ;693;0679;0844;580;SP
2134 º;Cristais ;692;0736;0859;525;MG
2134 º;Caarapó ;692;0676;0828;592;MS
2134 º;Ribeirãozinho ;692;0694;0802;595;MT
2134 º;Inconfidentes ;692;0688;0843;572;MG
2134 º;São Sebastião da Bela Vista ;692;0687;0848;569;MG
2134 º;Recreio ;692;0668;0841;589;MG
2134 º;Machadinho ;692;0711;0807;577;RS
2134 º;Cerejeiras ;692;0688;0799;602;RO
2134 º;Campos Belos ;692;0661;0815;616;GO
2134 º;Querência ;692;0701;0837;565;MT
2134 º;Santana ;692;0654;0794;638;AP
2134 º;Bandeira do Sul ;692;0681;0802;608;MG
2134 º;Cafezal do Sul ;692;0686;0792;611;PR
2134 º;São Paulo das Missões ;692;0688;0825;584;RS
2134 º;Feliz Natal ;692;0737;0819;548;MT
2134 º;Bom Sucesso ;692;0680;0808;602;MG
2134 º;Inaciolândia ;692;0683;0822;591;GO
2134 º;Aperibé ;692;0670;0785;631;RJ
2134 º;Camaragibe ;692;0656;0805;628;PE
2134 º;Ouro Verde ;692;0666;0814;612;SP
2134 º;Doresópolis ;692;0652;0869;585;MG
2134 º;Romelândia ;692;0738;0800;561;SC
2134 º;Brasópolis ;692;0697;0841;566;MG
2134 º;Córrego Danta ;692;0683;0844;575;MG
2134 º;Bossoroca ;692;0665;0821;608;RS
2134 º;Córrego do Bom Jesus ;692;0665;0840;592;MG
2134 º;Coqueiro Baixo ;692;0703;0886;532;RS
2161 º;Santo Antônio da Barra ;691;0665;0835;593;GO
2161 º;Itajá ;691;0692;0835;570;GO
2161 º;Candeias ;691;0652;0823;616;BA
2161 º;Poço Fundo ;691;0705;0866;541;MG
2161 º;Marilândia do Sul ;691;0664;0831;599;PR
2161 º;Turvelândia ;691;0671;0813;605;GO
2161 º;Irecê ;691;0661;0776;643;BA
2161 º;Itaguara ;691;0697;0836;567;MG
2161 º;Caxambu do Sul ;691;0725;0870;523;SC
2161 º;Santarém ;691;0632;0807;648;PA
2161 º;Estiva ;691;0679;0848;573;MG
2161 º;Nova Monte Verde ;691;0690;0823;582;MT
2161 º;Conceição da Aparecida ;691;0688;0847;566;MG
2161 º;Dom Pedro de Alcântara ;691;0697;0820;577;RS
2161 º;Arambaré ;691;0694;0833;570;RS
2161 º;Cambuci ;691;0672;0809;608;RJ
2161 º;Iraí ;691;0684;0819;590;RS
2161 º;Eldorado ;691;0633;0847;615;SP
2161 º;Mara Rosa ;691;0680;0838;579;GO
2161 º;Currais Novos ;691;0673;0794;617;RN
2161 º;São Fidélis ;691;0685;0787;611;RJ
2182 º;Porto Vera Cruz ;690;0661;0827;600;RS
2182 º;Ilhéus ;690;0688;0808;590;BA
2182 º;Quatis ;690;0676;0806;603;RJ
2182 º;Major Vieira ;690;0653;0817;617;SC
2182 º;Dom Aquino ;690;0687;0806;593;MT
2182 º;Pilar do Sul ;690;0674;0820;594;SP
2182 º;Itaúba ;690;0714;0809;569;MT
2182 º;São Domingos do Prata ;690;0674;0823;593;MG
2182 º;Santa Rita de Caldas ;690;0693;0823;576;MG
2182 º;Curvelândia ;690;0658;0811;615;MT
2182 º;Coronel Macedo ;690;0653;0811;619;SP
2182 º;Campo Erê ;690;0702;0787;595;SC
2182 º;Prudente de Morais ;690;0658;0795;629;MG
2182 º;Lunardelli ;690;0655;0826;607;PR
2182 º;Guarda-Mor ;690;0709;0829;558;MG
2182 º;Nazareno ;690;0662;0830;597;MG
2182 º;Camacho ;690;0639;0840;612;MG
2199 º;Pompéu ;689;0694;0834;564;MG
2199 º;Muliterno ;689;0740;0808;547;RS
2199 º;Nova Hartz ;689;0694;0836;563;RS
2199 º;Abadiânia ;689;0671;0841;579;GO
2199 º;Figueirópolis ;689;0664;0822;600;TO
2199 º;Tiradentes do Sul ;689;0705;0815;569;RS
2199 º;Esperança Nova ;689;0690;0799;594;PR
2199 º;Carmo da Mata ;689;0680;0840;572;MG
2199 º;Abadia dos Dourados ;689;0693;0839;563;MG
2199 º;Terra de Areia ;689;0699;0829;565;RS
2199 º;São Gonçalo do Pará ;689;0682;0842;570;MG
2199 º;Sertão Santana ;689;0737;0832;534;RS
2199 º;Jaupaci ;689;0658;0824;602;GO
2199 º;Jardim Alegre ;689;0696;0827;569;PR
2199 º;Santo Afonso ;689;0655;0834;599;MT
2199 º;Comodoro ;689;0687;0840;567;MT
2199 º;Camanducaia ;689;0707;0837;553;MG
2199 º;Jequitibá ;689;0777;0854;492;MG
2199 º;Manhuaçu ;689;0692;0839;563;MG
2199 º;Ponte Alta do Norte ;689;0661;0819;605;SC
2199 º;Prados ;689;0660;0865;574;MG
2199 º;Butiá ;689;0691;0848;558;RS
2199 º;Quatro Irmãos ;689;0695;0833;565;RS
2199 º;Rolador ;689;0676;0834;579;RS
2199 º;Jaru ;689;0687;0825;577;RO
2224 º;Itamarati de Minas ;688;0677;0841;572;MG
2224 º;São José do Calçado ;688;0669;0814;599;ES
2224 º;Nova Fátima ;688;0681;0819;584;PR
2224 º;Aquidauana ;688;0690;0840;562;MS
2224 º;Roque Gonzales ;688;0687;0843;563;RS
2224 º;Italva ;688;0692;0792;595;RJ
2224 º;Cristianópolis ;688;0703;0838;554;GO
2224 º;Campinorte ;688;0685;0841;565;GO
2224 º;Mangueirinha ;688;0695;0811;579;PR
2224 º;Porto Barreiro ;688;0676;0821;588;PR
2224 º;Santa Cruz de Goiás ;688;0700;0827;563;GO
2224 º;Sarutaiá ;688;0679;0794;603;SP
2224 º;Nova Guarita ;688;0671;0812;597;MT
2224 º;Biquinhas ;688;0684;0857;555;MG
2224 º;Novo Cabrais ;688;0697;0852;548;RS
2224 º;Tocantins ;688;0682;0800;597;MG
2224 º;Rolante ;688;0708;0830;553;RS
2224 º;Álvaro de Carvalho ;688;0669;0805;605;SP
2224 º;Vespasiano ;688;0677;0811;592;MG
2224 º;Anita Garibaldi ;688;0667;0826;592;SC
2224 º;Chapada dos Guimarães ;688;0677;0833;578;MT
2224 º;Dom Cavati ;688;0660;0784;630;MG
2224 º;Monte Belo ;688;0677;0847;567;MG
2224 º;Jundiaí do Sul ;688;0660;0817;605;PR
2224 º;Querência do Norte ;688;0667;0808;604;PR
2224 º;São Francisco de Sales ;688;0711;0867;528;MG
2224 º;Vila Rica ;688;0709;0829;553;MT
2251 º;Guareí ;687;0692;0805;583;SP
2251 º;São Lourenço do Sul ;687;0722;0849;528;RS
2251 º;Parnaíba ;687;0658;0816;604;PI
2251 º;São Joaquim ;687;0705;0817;562;SC
2251 º;Trindade do Sul ;687;0675;0787;610;RS
2251 º;Pontalina ;687;0710;0835;547;GO
2251 º;Marques de Souza ;687;0743;0849;515;RS
2251 º;Abatiá ;687;0676;0804;596;PR
2251 º;Aceguá ;687;0703;0852;541;RS
2251 º;Antonina ;687;0686;0838;564;PR
2251 º;Altair ;687;0698;0800;581;SP
2251 º;Araguaiana ;687;0671;0817;591;MT
2251 º;Guaraíta ;687;0637;0816;625;GO
2251 º;Angelina ;687;0699;0797;581;SC
2251 º;Caldas ;687;0701;0873;529;MG
2251 º;Wenceslau Braz ;687;0692;0790;594;PR
2251 º;Varjão ;687;0698;0813;572;GO
2251 º;Faxinal ;687;0697;0796;584;PR
2251 º;Salto do Jacuí ;687;0693;0837;558;RS
2251 º;Balsas ;687;0674;0807;597;MA
2251 º;Dom Viçoso ;687;0617;0819;641;MG
2251 º;Faria Lemos ;687;0678;0800;598;MG
2251 º;Buriti de Goiás ;687;0707;0806;570;GO
2251 º;Santana do Itararé ;687;0654;0848;585;PR
2251 º;Planalto ;687;0674;0807;597;RS
2251 º;Santa Lúcia ;687;0688;0795;592;PR
2251 º;Arenópolis ;687;0674;0826;582;GO
2251 º;Rio Azul ;687;0728;0819;544;PR
2251 º;Jataizinho ;687;0669;0845;574;PR
2251 º;Herval ;687;0730;0843;527;RS
2251 º;Passa Tempo ;687;0676;0808;594;MG
2282 º;Acreúna ;686;0710;0822;553;GO
2282 º;Belo Oriente ;686;0655;0813;606;MG
2282 º;Santo Antônio das Missões ;686;0672;0835;576;RS
2282 º;Dores de Campos ;686;0671;0823;585;MG
